"id","name","slug","url","begin","end","num_rast","tres","units","xmin","xmax","ymin","ymax"
17,"LOCA VIC monthly evapotranspiration for CanESM2 and RCP 4.5","ET_month_CanESM2_rcp45","https://api.cal-adapt.org/api/series/ET_month_CanESM2_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
18,"LOCA VIC monthly evapotranspiration for CanESM2 and RCP 8.5","ET_month_CanESM2_rcp85","https://api.cal-adapt.org/api/series/ET_month_CanESM2_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
19,"LOCA VIC monthly evapotranspiration for GFDL-CM3 and modeled historical","ET_month_GFDL-CM3_historical","https://api.cal-adapt.org/api/series/ET_month_GFDL-CM3_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
20,"LOCA VIC monthly evapotranspiration for GFDL-CM3 and RCP 4.5","ET_month_GFDL-CM3_rcp45","https://api.cal-adapt.org/api/series/ET_month_GFDL-CM3_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
21,"LOCA VIC monthly evapotranspiration for GFDL-CM3 and RCP 8.5","ET_month_GFDL-CM3_rcp85","https://api.cal-adapt.org/api/series/ET_month_GFDL-CM3_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
22,"LOCA VIC monthly evapotranspiration for HadGEM2-CC and modeled historical","ET_month_HadGEM2-CC_historical","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-CC_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
23,"LOCA VIC monthly evapotranspiration for HadGEM2-CC and RCP 4.5","ET_month_HadGEM2-CC_rcp45","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-CC_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
24,"LOCA VIC monthly evapotranspiration for HadGEM2-CC and RCP 8.5","ET_month_HadGEM2-CC_rcp85","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-CC_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
25,"LOCA VIC monthly evapotranspiration for HadGEM2-ES and modeled historical","ET_month_HadGEM2-ES_historical","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-ES_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
26,"LOCA VIC monthly evapotranspiration for HadGEM2-ES and RCP 4.5","ET_month_HadGEM2-ES_rcp45","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-ES_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
27,"LOCA VIC monthly evapotranspiration for HadGEM2-ES and RCP 8.5","ET_month_HadGEM2-ES_rcp85","https://api.cal-adapt.org/api/series/ET_month_HadGEM2-ES_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
28,"LOCA VIC monthly evapotranspiration for MIROC5 and modeled historical","ET_month_MIROC5_historical","https://api.cal-adapt.org/api/series/ET_month_MIROC5_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
29,"LOCA VIC monthly evapotranspiration for MIROC5 and RCP 4.5","ET_month_MIROC5_rcp45","https://api.cal-adapt.org/api/series/ET_month_MIROC5_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
30,"LOCA VIC monthly evapotranspiration for MIROC5 and RCP 8.5","ET_month_MIROC5_rcp85","https://api.cal-adapt.org/api/series/ET_month_MIROC5_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
31,"LOCA VIC monthly air tempurature for ACCESS1-0 and modeled historical","Tair_month_ACCESS1-0_historical","https://api.cal-adapt.org/api/series/Tair_month_ACCESS1-0_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
32,"LOCA VIC monthly air tempurature for ACCESS1-0 and RCP 4.5","Tair_month_ACCESS1-0_rcp45","https://api.cal-adapt.org/api/series/Tair_month_ACCESS1-0_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
33,"LOCA VIC monthly air tempurature for ACCESS1-0 and RCP 8.5","Tair_month_ACCESS1-0_rcp85","https://api.cal-adapt.org/api/series/Tair_month_ACCESS1-0_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
34,"LOCA VIC monthly air tempurature for CCSM4 and modeled historical","Tair_month_CCSM4_historical","https://api.cal-adapt.org/api/series/Tair_month_CCSM4_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
35,"LOCA VIC monthly air tempurature for CCSM4 and RCP 4.5","Tair_month_CCSM4_rcp45","https://api.cal-adapt.org/api/series/Tair_month_CCSM4_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
36,"LOCA VIC monthly air tempurature for CCSM4 and RCP 8.5","Tair_month_CCSM4_rcp85","https://api.cal-adapt.org/api/series/Tair_month_CCSM4_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
37,"LOCA VIC monthly air tempurature for CESM1-BGC and modeled historical","Tair_month_CESM1-BGC_historical","https://api.cal-adapt.org/api/series/Tair_month_CESM1-BGC_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
38,"LOCA VIC monthly air tempurature for CESM1-BGC and RCP 4.5","Tair_month_CESM1-BGC_rcp45","https://api.cal-adapt.org/api/series/Tair_month_CESM1-BGC_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
39,"LOCA VIC monthly air tempurature for CESM1-BGC and RCP 8.5","Tair_month_CESM1-BGC_rcp85","https://api.cal-adapt.org/api/series/Tair_month_CESM1-BGC_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
40,"LOCA VIC monthly air tempurature for CMCC-CMS and modeled historical","Tair_month_CMCC-CMS_historical","https://api.cal-adapt.org/api/series/Tair_month_CMCC-CMS_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
41,"LOCA VIC monthly air tempurature for CMCC-CMS and RCP 4.5","Tair_month_CMCC-CMS_rcp45","https://api.cal-adapt.org/api/series/Tair_month_CMCC-CMS_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
42,"LOCA VIC monthly air tempurature for CMCC-CMS and RCP 8.5","Tair_month_CMCC-CMS_rcp85","https://api.cal-adapt.org/api/series/Tair_month_CMCC-CMS_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
43,"LOCA VIC monthly air tempurature for CNRM-CM5 and modeled historical","Tair_month_CNRM-CM5_historical","https://api.cal-adapt.org/api/series/Tair_month_CNRM-CM5_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
44,"LOCA VIC monthly air tempurature for CNRM-CM5 and RCP 4.5","Tair_month_CNRM-CM5_rcp45","https://api.cal-adapt.org/api/series/Tair_month_CNRM-CM5_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
45,"LOCA VIC monthly air tempurature for CNRM-CM5 and RCP 8.5","Tair_month_CNRM-CM5_rcp85","https://api.cal-adapt.org/api/series/Tair_month_CNRM-CM5_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
46,"LOCA VIC monthly air tempurature for CanESM2 and modeled historical","Tair_month_CanESM2_historical","https://api.cal-adapt.org/api/series/Tair_month_CanESM2_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
47,"LOCA VIC monthly air tempurature for CanESM2 and RCP 4.5","Tair_month_CanESM2_rcp45","https://api.cal-adapt.org/api/series/Tair_month_CanESM2_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
48,"LOCA VIC monthly air tempurature for CanESM2 and RCP 8.5","Tair_month_CanESM2_rcp85","https://api.cal-adapt.org/api/series/Tair_month_CanESM2_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
49,"LOCA VIC monthly air tempurature for GFDL-CM3 and modeled historical","Tair_month_GFDL-CM3_historical","https://api.cal-adapt.org/api/series/Tair_month_GFDL-CM3_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
50,"LOCA VIC monthly air tempurature for GFDL-CM3 and RCP 4.5","Tair_month_GFDL-CM3_rcp45","https://api.cal-adapt.org/api/series/Tair_month_GFDL-CM3_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
51,"LOCA VIC monthly air tempurature for GFDL-CM3 and RCP 8.5","Tair_month_GFDL-CM3_rcp85","https://api.cal-adapt.org/api/series/Tair_month_GFDL-CM3_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
52,"LOCA VIC monthly air tempurature for HadGEM2-CC and modeled historical","Tair_month_HadGEM2-CC_historical","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-CC_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
53,"LOCA VIC monthly air tempurature for HadGEM2-CC and RCP 4.5","Tair_month_HadGEM2-CC_rcp45","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-CC_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
54,"LOCA VIC monthly air tempurature for HadGEM2-CC and RCP 8.5","Tair_month_HadGEM2-CC_rcp85","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-CC_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
55,"LOCA VIC monthly air tempurature for HadGEM2-ES and modeled historical","Tair_month_HadGEM2-ES_historical","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-ES_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
56,"LOCA VIC monthly air tempurature for HadGEM2-ES and RCP 4.5","Tair_month_HadGEM2-ES_rcp45","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-ES_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
57,"LOCA VIC monthly air tempurature for HadGEM2-ES and RCP 8.5","Tair_month_HadGEM2-ES_rcp85","https://api.cal-adapt.org/api/series/Tair_month_HadGEM2-ES_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
58,"LOCA VIC monthly air tempurature for MIROC5 and modeled historical","Tair_month_MIROC5_historical","https://api.cal-adapt.org/api/series/Tair_month_MIROC5_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","C",-124.5625,-113.375,31.5625,43.75
59,"LOCA VIC monthly air tempurature for MIROC5 and RCP 4.5","Tair_month_MIROC5_rcp45","https://api.cal-adapt.org/api/series/Tair_month_MIROC5_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
60,"LOCA VIC monthly air tempurature for MIROC5 and RCP 8.5","Tair_month_MIROC5_rcp85","https://api.cal-adapt.org/api/series/Tair_month_MIROC5_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","C",-124.5625,-113.375,31.5625,43.75
61,"LOCA VIC drought daily baseflow HadGEM2-ES RCP 8.5 early century","baseflow_day_drought_HadGEM2-ES_rcp85_early_century","https://api.cal-adapt.org/api/series/baseflow_day_drought_HadGEM2-ES_rcp85_early_century/","2018-01-01T00:00:00Z","2046-12-31T00:00:00Z",1,"daily","mm",-124.5625,-113.375,31.5625,43.75
62,"LOCA VIC drought daily baseflow HadGEM2-ES RCP 8.5 late century","baseflow_day_drought_HadGEM2-ES_rcp85_late_century","https://api.cal-adapt.org/api/series/baseflow_day_drought_HadGEM2-ES_rcp85_late_century/","2046-01-01T00:00:00Z","2074-12-31T00:00:00Z",1,"daily","mm",-124.5625,-113.375,31.5625,43.75
63,"Livneh VIC daily baseflow","baseflow_day_livneh_vic","https://api.cal-adapt.org/api/series/baseflow_day_livneh_vic/","1950-01-01T00:00:00Z","2013-12-31T00:00:00Z",1,"daily","mm",-124.5625,-113.375,31.5625,43.75
64,"LOCA VIC monthly baseflow for ACCESS1-0 and modeled historical","baseflow_month_ACCESS1-0_historical","https://api.cal-adapt.org/api/series/baseflow_month_ACCESS1-0_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
65,"LOCA VIC monthly baseflow for ACCESS1-0 and RCP 4.5","baseflow_month_ACCESS1-0_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_ACCESS1-0_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
66,"LOCA VIC monthly baseflow for ACCESS1-0 and RCP 8.5","baseflow_month_ACCESS1-0_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_ACCESS1-0_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
67,"LOCA VIC monthly baseflow for CCSM4 and modeled historical","baseflow_month_CCSM4_historical","https://api.cal-adapt.org/api/series/baseflow_month_CCSM4_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
68,"LOCA VIC monthly baseflow for CCSM4 and RCP 4.5","baseflow_month_CCSM4_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_CCSM4_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
69,"LOCA VIC monthly baseflow for CCSM4 and RCP 8.5","baseflow_month_CCSM4_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_CCSM4_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
70,"LOCA VIC monthly baseflow for CESM1-BGC and modeled historical","baseflow_month_CESM1-BGC_historical","https://api.cal-adapt.org/api/series/baseflow_month_CESM1-BGC_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
71,"LOCA VIC monthly baseflow for CESM1-BGC and RCP 4.5","baseflow_month_CESM1-BGC_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_CESM1-BGC_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
72,"LOCA VIC monthly baseflow for CESM1-BGC and RCP 8.5","baseflow_month_CESM1-BGC_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_CESM1-BGC_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
73,"LOCA VIC monthly baseflow for CMCC-CMS and modeled historical","baseflow_month_CMCC-CMS_historical","https://api.cal-adapt.org/api/series/baseflow_month_CMCC-CMS_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
74,"LOCA VIC monthly baseflow for CMCC-CMS and RCP 4.5","baseflow_month_CMCC-CMS_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_CMCC-CMS_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
75,"LOCA VIC monthly baseflow for CMCC-CMS and RCP 8.5","baseflow_month_CMCC-CMS_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_CMCC-CMS_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
76,"LOCA VIC monthly baseflow for CNRM-CM5 and modeled historical","baseflow_month_CNRM-CM5_historical","https://api.cal-adapt.org/api/series/baseflow_month_CNRM-CM5_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
77,"LOCA VIC monthly baseflow for CNRM-CM5 and RCP 4.5","baseflow_month_CNRM-CM5_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_CNRM-CM5_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
78,"LOCA VIC monthly baseflow for CNRM-CM5 and RCP 8.5","baseflow_month_CNRM-CM5_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_CNRM-CM5_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
79,"LOCA VIC monthly baseflow for CanESM2 and modeled historical","baseflow_month_CanESM2_historical","https://api.cal-adapt.org/api/series/baseflow_month_CanESM2_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
80,"LOCA VIC monthly baseflow for CanESM2 and RCP 4.5","baseflow_month_CanESM2_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_CanESM2_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
81,"LOCA VIC monthly baseflow for CanESM2 and RCP 8.5","baseflow_month_CanESM2_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_CanESM2_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
82,"LOCA VIC monthly baseflow for GFDL-CM3 and modeled historical","baseflow_month_GFDL-CM3_historical","https://api.cal-adapt.org/api/series/baseflow_month_GFDL-CM3_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
83,"LOCA VIC monthly baseflow for GFDL-CM3 and RCP 4.5","baseflow_month_GFDL-CM3_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_GFDL-CM3_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
84,"LOCA VIC monthly baseflow for GFDL-CM3 and RCP 8.5","baseflow_month_GFDL-CM3_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_GFDL-CM3_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
85,"LOCA VIC monthly baseflow for HadGEM2-CC and modeled historical","baseflow_month_HadGEM2-CC_historical","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-CC_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
86,"LOCA VIC monthly baseflow for HadGEM2-CC and RCP 4.5","baseflow_month_HadGEM2-CC_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-CC_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
87,"LOCA VIC monthly baseflow for HadGEM2-CC and RCP 8.5","baseflow_month_HadGEM2-CC_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-CC_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
88,"LOCA VIC monthly baseflow for HadGEM2-ES and modeled historical","baseflow_month_HadGEM2-ES_historical","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-ES_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
89,"LOCA VIC monthly baseflow for HadGEM2-ES and RCP 4.5","baseflow_month_HadGEM2-ES_rcp45","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-ES_rcp45/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
90,"LOCA VIC monthly baseflow for HadGEM2-ES and RCP 8.5","baseflow_month_HadGEM2-ES_rcp85","https://api.cal-adapt.org/api/series/baseflow_month_HadGEM2-ES_rcp85/","2006-01-01T00:00:00Z","2099-12-31T00:00:00Z",1128,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
91,"LOCA VIC monthly baseflow for MIROC5 and modeled historical","baseflow_month_MIROC5_historical","https://api.cal-adapt.org/api/series/baseflow_month_MIROC5_historical/","1950-01-01T00:00:00Z","2005-12-31T00:00:00Z",672,"monthly","mm/day",-124.5625,-113.375,31.5625,43.75
